,state,population,medIncome,medFamInc,perCapInc,NumUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,ViolentCrimesPerPop,CrimeCategory
817,25,0.0,0.51,0.56,0.52,0.0,0.15,0.21,0.54,0.39,0.59,0.06,Low
818,44,0.0,0.49,0.49,0.38,0.0,0.43,0.49,0.33,0.38,0.5,0.22,Low
819,13,0.01,0.09,0.18,0.14,0.04,0.47,0.53,0.43,0.48,0.23,0.15,Low
820,42,0.02,0.5,0.52,0.45,0.01,0.12,0.15,0.47,0.22,0.59,0.03,Low
821,28,0.05,0.07,0.11,0.17,0.12,0.38,0.45,0.43,0.65,0.28,0.3,Medium
822,29,0.0,0.16,0.18,0.19,0.01,0.59,0.59,0.23,0.32,0.39,0.02,Low
823,48,0.03,0.55,0.5,0.44,0.01,0.12,0.16,0.52,0.14,0.77,0.05,Low
824,25,0.01,0.67,0.67,0.58,0.01,0.06,0.09,0.65,0.27,0.59,0.02,Low
825,25,0.01,0.96,0.97,0.91,0.0,0.09,0.1,0.92,0.21,0.44,0.02,Low
826,6,0.01,0.47,0.46,0.43,0.01,0.09,0.16,0.42,0.24,0.65,0.07,Low
827,12,0.0,0.4,0.44,0.63,0.01,0.09,0.14,0.56,0.19,0.22,0.26,Medium
828,42,0.02,0.18,0.21,0.27,0.03,0.18,0.32,0.36,0.58,0.4,1.0,High
829,6,0.05,0.26,0.26,0.23,0.05,0.55,0.53,0.26,0.58,0.41,0.35,Medium
830,12,0.04,0.25,0.25,0.28,0.03,0.18,0.34,0.23,0.25,0.36,0.08,Low
831,9,0.03,0.56,0.54,0.5,0.0,0.3,0.33,0.4,0.16,0.63,0.03,Low
832,44,0.01,0.4,0.4,0.37,0.01,0.46,0.51,0.3,0.32,0.56,0.02,Low
833,42,0.03,0.42,0.4,0.37,0.01,0.2,0.29,0.33,0.19,0.52,0.03,Low
834,12,0.0,0.44,0.52,0.75,0.0,0.06,0.15,0.5,0.13,0.23,0.11,Low
835,6,0.02,0.25,0.22,0.18,0.02,0.36,0.39,0.21,0.51,0.56,0.29,Medium
836,39,0.02,0.1,0.15,0.21,0.05,0.43,0.54,0.2,0.8,0.04,0.79,High
837,6,0.05,0.57,0.61,0.64,0.03,0.11,0.14,0.52,0.18,0.62,0.13,Low
838,9,0.08,0.88,0.98,1.0,0.02,0.15,0.17,0.8,0.19,0.5,0.02,Low
839,42,0.0,0.49,0.44,0.34,0.0,0.3,0.38,0.3,0.09,0.77,0.01,Low
840,48,0.15,0.4,0.39,0.31,0.07,0.18,0.31,0.28,0.27,0.77,0.23,Low
841,6,0.02,0.23,0.22,0.18,0.04,0.48,0.6,0.17,0.69,0.37,1.0,High
842,6,0.04,0.64,0.56,0.4,0.02,0.27,0.36,0.33,0.31,0.75,0.33,Medium
843,18,0.12,0.25,0.27,0.22,0.1,0.35,0.53,0.13,0.59,0.37,0.58,High
844,12,0.05,0.24,0.25,0.26,0.04,0.26,0.45,0.16,0.22,0.4,0.18,Low
845,6,0.16,0.32,0.28,0.21,0.15,0.81,0.66,0.19,0.74,0.5,0.5,High
846,37,0.01,0.16,0.2,0.23,0.02,0.64,0.74,0.17,0.29,0.48,0.4,Medium
847,35,0.04,0.29,0.28,0.24,0.05,0.19,0.34,0.28,0.46,0.51,0.34,Medium
848,39,0.02,0.37,0.38,0.31,0.01,0.16,0.31,0.23,0.15,0.67,0.05,Low
849,6,0.03,1.0,1.0,1.0,0.0,0.03,0.04,0.98,0.12,0.55,0.04,Low
850,6,0.06,0.29,0.49,0.35,0.1,0.07,0.05,1.0,0.32,0.53,0.06,Low
851,9,0.0,0.57,0.56,0.43,0.0,0.13,0.21,0.44,0.23,0.77,0.04,Low
852,42,0.0,0.15,0.18,0.19,0.02,0.26,0.39,0.21,0.51,0.24,0.05,Low
853,39,0.0,0.54,0.59,0.55,0.0,0.09,0.14,0.65,0.21,0.59,0.01,Low
854,48,0.06,0.15,0.14,0.14,0.13,0.93,0.72,0.22,0.65,0.3,0.31,Medium
855,24,0.0,0.14,0.18,0.2,0.02,0.66,0.69,0.14,0.48,0.35,0.62,High
856,4,0.06,0.28,0.31,0.22,0.06,0.16,0.2,0.53,0.45,0.55,0.2,Low
857,37,0.04,0.17,0.21,0.23,0.08,0.58,0.65,0.28,0.54,0.41,0.6,High
858,39,0.06,0.16,0.18,0.15,0.08,0.31,0.53,0.11,0.9,0.22,0.97,High
859,48,0.02,0.12,0.11,0.11,0.05,0.83,0.74,0.15,0.67,0.23,0.28,Medium
860,42,0.01,0.31,0.35,0.35,0.01,0.3,0.43,0.32,0.21,0.43,0.13,Low
861,4,0.0,0.06,0.05,0.05,0.05,1.0,0.93,0.13,1.0,0.03,0.07,Low
862,37,0.01,0.21,0.25,0.25,0.02,0.57,0.6,0.23,0.2,0.54,0.26,Medium
863,18,0.02,0.38,0.39,0.32,0.01,0.2,0.36,0.17,0.28,0.5,0.07,Low
864,48,0.02,0.02,0.01,0.02,0.09,1.0,1.0,0.12,1.0,0.08,0.29,Medium
865,5,0.01,0.16,0.15,0.15,0.02,0.57,0.62,0.14,0.47,0.42,0.04,Low
866,45,0.05,0.25,0.26,0.22,0.06,0.57,0.65,0.27,0.44,0.51,0.85,High
867,12,0.07,0.22,0.24,0.38,0.06,0.26,0.4,0.33,0.26,0.35,0.76,High
868,48,0.23,0.33,0.34,0.39,0.15,0.25,0.32,0.42,0.31,0.8,0.17,Low
869,12,0.12,0.16,0.26,0.22,0.18,0.17,0.24,0.66,0.41,0.37,0.65,High
870,12,0.03,0.15,0.17,0.21,0.03,0.39,0.56,0.14,0.48,0.23,0.54,High
871,6,0.04,0.22,0.19,0.16,0.06,0.65,0.69,0.11,0.61,0.37,0.36,Medium
872,48,0.01,0.72,0.63,0.52,0.0,0.11,0.15,0.48,0.12,0.76,0.13,Low
873,48,0.01,0.69,0.61,0.48,0.0,0.03,0.08,0.58,0.17,0.85,0.18,Low
874,13,0.05,0.26,0.29,0.37,0.05,0.24,0.31,0.45,0.31,0.63,0.35,Medium
875,48,0.02,0.55,0.57,0.51,0.01,0.06,0.12,0.57,0.18,0.68,0.06,Low
876,1,0.01,0.17,0.2,0.2,0.02,0.59,0.66,0.24,0.48,0.42,0.28,Medium
877,37,0.05,0.31,0.53,0.38,0.04,0.11,0.09,1.0,0.24,0.4,0.28,Medium
878,39,0.01,0.34,0.35,0.29,0.01,0.32,0.39,0.23,0.22,0.54,0.08,Low
879,21,0.01,0.09,0.18,0.16,0.02,0.45,0.42,0.43,0.44,0.29,0.14,Low
880,6,0.02,0.19,0.22,0.26,0.02,0.22,0.38,0.23,0.48,0.04,0.1,Low
881,45,0.0,0.39,0.39,0.29,0.0,0.27,0.36,0.34,0.18,0.78,0.06,Low
882,6,0.07,0.79,0.74,0.68,0.01,0.05,0.09,0.6,0.14,0.82,0.06,Low
883,40,0.04,0.13,0.16,0.18,0.07,0.39,0.54,0.24,0.38,0.28,0.48,High
884,18,0.02,0.23,0.25,0.24,0.02,0.33,0.43,0.14,0.35,0.5,0.09,Low
885,6,0.11,0.43,0.45,0.44,0.05,0.26,0.34,0.33,0.27,0.51,0.19,Low
886,6,0.14,0.51,0.47,0.37,0.07,0.22,0.32,0.32,0.28,0.59,0.26,Medium
887,42,0.01,0.37,0.42,0.44,0.01,0.14,0.21,0.47,0.22,0.37,0.02,Low
888,18,0.02,0.61,0.57,0.56,0.0,0.17,0.19,0.54,0.12,0.5,0.08,Low
889,6,0.06,0.47,0.47,0.42,0.03,0.14,0.2,0.38,0.29,0.57,0.22,Low
890,25,0.07,0.56,0.7,0.82,0.04,0.1,0.09,1.0,0.27,0.59,0.2,Low
891,42,0.01,0.61,0.64,0.49,0.0,0.12,0.19,0.59,0.1,0.71,0.03,Low
892,13,0.0,0.58,0.54,0.42,0.0,0.11,0.19,0.34,0.14,0.67,0.03,Low
893,46,0.01,0.14,0.25,0.16,0.03,0.34,0.25,0.56,0.2,0.49,0.02,Low
894,5,0.03,0.18,0.25,0.18,0.03,0.39,0.4,0.44,0.44,0.43,0.11,Low
895,1,0.01,0.52,0.56,0.5,0.0,0.08,0.1,0.8,0.12,0.83,0.08,Low
896,47,0.01,0.2,0.17,0.14,0.01,0.15,0.21,0.14,0.15,0.89,0.24,Low
897,9,0.04,0.29,0.34,0.33,0.04,0.44,0.49,0.25,0.45,0.48,0.22,Low
898,48,0.01,0.14,0.18,0.18,0.02,0.45,0.64,0.18,0.51,0.37,0.5,High
899,24,0.04,0.19,0.21,0.22,0.05,0.46,0.61,0.14,0.23,0.46,0.26,Medium
900,55,0.02,0.45,0.45,0.42,0.01,0.26,0.34,0.33,0.21,0.56,0.09,Low
901,18,0.01,0.43,0.44,0.36,0.0,0.22,0.28,0.33,0.31,0.48,0.02,Low
902,36,0.02,0.32,0.39,0.37,0.02,0.24,0.27,0.5,0.32,0.46,0.55,High
903,44,0.01,0.39,0.45,0.41,0.02,0.11,0.2,0.6,0.31,0.61,0.18,Low
904,6,0.1,0.81,0.75,0.65,0.01,0.04,0.08,0.64,0.12,0.73,0.09,Low
905,33,0.03,0.52,0.5,0.41,0.01,0.13,0.22,0.4,0.32,0.81,0.09,Low
906,6,0.16,0.4,0.39,0.34,0.1,0.31,0.4,0.26,0.37,0.56,0.46,High
907,34,0.01,0.46,0.56,0.54,0.01,0.2,0.25,0.8,0.3,0.7,0.04,Low
908,55,0.01,0.38,0.39,0.33,0.01,0.25,0.23,0.35,0.16,0.6,0.07,Low
909,29,0.68,0.25,0.28,0.3,0.6,0.24,0.36,0.35,0.46,0.52,1.0,High
910,34,0.0,1.0,1.0,0.94,0.0,0.19,0.19,0.77,0.11,0.52,0.04,Low
911,21,0.0,0.4,0.36,0.25,0.0,0.27,0.39,0.2,0.19,0.73,0.04,Low
912,42,0.01,0.42,0.44,0.48,0.0,0.25,0.37,0.38,0.08,0.59,0.13,Low
913,36,0.04,0.49,0.55,0.54,0.02,0.22,0.28,0.46,0.33,0.47,0.16,Low
914,49,0.04,0.16,0.18,0.14,0.06,0.1,0.14,0.6,0.43,0.51,0.04,Low
915,8,0.0,0.52,0.48,0.45,0.0,0.09,0.1,0.7,0.15,0.89,0.12,Low
916,9,0.08,0.63,0.69,0.75,0.02,0.2,0.2,0.76,0.21,0.47,0.09,Low
917,1,0.0,0.07,0.11,0.08,0.03,0.47,0.48,0.44,1.0,0.08,0.53,High
918,16,0.06,0.22,0.25,0.21,0.06,0.16,0.28,0.35,0.37,0.51,0.14,Low
919,4,0.19,0.45,0.51,0.63,0.07,0.09,0.13,0.56,0.24,0.55,0.1,Low
920,12,0.0,0.24,0.29,0.38,0.01,0.28,0.38,0.26,0.28,0.16,0.45,High
921,34,0.01,0.96,0.98,0.98,0.0,0.11,0.09,0.9,0.12,0.6,0.03,Low
922,25,0.01,0.41,0.41,0.31,0.01,0.36,0.46,0.25,0.49,0.54,0.28,Medium
923,34,0.06,0.46,0.54,0.47,0.02,0.29,0.37,0.4,0.33,0.55,0.15,Low
924,48,0.0,0.12,0.14,0.14,0.02,0.68,0.73,0.16,0.56,0.33,0.39,Medium
925,18,0.01,0.19,0.25,0.21,0.02,0.23,0.4,0.2,0.35,0.41,0.03,Low
926,6,0.06,0.5,0.59,0.66,0.03,0.2,0.17,0.62,0.27,0.58,0.23,Low
927,40,0.0,0.14,0.13,0.18,0.02,0.45,0.58,0.19,0.54,0.34,0.1,Low
928,54,0.02,0.11,0.19,0.19,0.04,0.36,0.44,0.25,0.95,0.1,0.22,Low
929,6,0.04,0.59,0.56,0.46,0.01,0.11,0.21,0.36,0.16,0.75,0.26,Medium
930,44,0.01,0.51,0.52,0.35,0.01,0.23,0.32,0.4,0.27,0.53,0.03,Low
931,6,0.02,0.27,0.26,0.23,0.03,0.3,0.42,0.15,0.61,0.43,0.43,High
932,6,0.03,0.76,0.82,0.98,0.01,0.07,0.08,0.79,0.12,0.68,0.11,Low
933,34,0.02,0.65,0.59,0.44,0.0,0.25,0.32,0.29,0.25,0.65,0.1,Low
934,55,0.01,0.38,0.45,0.42,0.01,0.12,0.1,0.69,0.06,0.83,0.03,Low
935,25,0.02,0.66,0.7,0.61,0.0,0.13,0.15,0.66,0.24,0.56,0.07,Low
936,48,0.02,0.44,0.41,0.41,0.01,0.3,0.34,0.4,0.32,0.68,0.16,Low
937,25,0.0,0.76,0.74,0.67,0.0,0.06,0.09,0.7,0.11,0.64,0.06,Low
938,16,0.03,0.19,0.23,0.21,0.03,0.27,0.4,0.2,0.24,0.51,0.18,Low
939,39,0.0,0.41,0.38,0.37,0.0,0.14,0.31,0.34,0.21,0.68,0.06,Low
940,36,0.01,0.16,0.2,0.21,0.02,0.24,0.37,0.28,0.53,0.36,0.2,Low
941,48,0.01,0.28,0.31,0.25,0.02,0.37,0.45,0.2,0.25,0.56,0.14,Low
942,1,0.02,0.31,0.42,0.43,0.01,0.09,0.14,0.69,0.14,0.53,0.15,Low
943,34,0.02,1.0,1.0,1.0,0.0,0.13,0.13,0.87,0.11,0.63,0.04,Low
944,34,0.03,0.39,0.35,0.25,0.02,0.26,0.4,0.12,0.33,0.65,0.16,Low
945,39,0.57,0.16,0.19,0.25,0.78,0.35,0.53,0.35,0.51,0.39,0.64,High
946,6,0.03,0.87,0.75,0.47,0.01,0.16,0.19,0.57,0.23,0.74,0.2,Low
947,37,0.06,0.18,0.27,0.24,0.1,0.32,0.35,0.55,0.41,0.49,0.65,High
948,48,0.02,0.21,0.17,0.15,0.03,0.13,0.19,0.21,0.51,0.65,0.17,Low
949,6,0.03,0.6,0.65,0.58,0.01,0.07,0.07,0.64,0.03,0.8,0.14,Low
950,25,0.0,0.47,0.47,0.39,0.0,0.33,0.4,0.31,0.41,0.59,0.27,Medium
951,18,0.01,0.17,0.21,0.19,0.02,0.58,0.68,0.11,0.74,0.3,0.12,Low
952,45,0.01,0.17,0.26,0.16,0.02,0.45,0.5,0.37,0.63,0.2,0.74,High
953,12,0.0,0.33,0.38,0.41,0.01,0.24,0.35,0.5,0.32,0.56,0.73,High
954,34,0.01,0.37,0.35,0.29,0.01,0.76,0.76,0.23,0.48,0.49,0.24,Low
955,1,0.04,0.0,0.0,0.02,0.13,0.6,0.82,0.06,1.0,0.12,1.0,High
956,39,0.0,0.33,0.28,0.21,0.01,0.43,0.65,0.09,0.34,0.58,0.03,Low
957,6,0.04,0.29,0.29,0.66,0.04,0.2,0.24,0.61,0.45,0.58,1.0,High
958,42,0.03,0.09,0.14,0.14,0.05,0.41,0.56,0.12,0.7,0.11,0.21,Low
959,13,0.27,0.21,0.22,0.23,0.29,0.39,0.49,0.25,0.45,0.48,0.25,Low
960,21,0.01,0.22,0.25,0.24,0.01,0.51,0.61,0.09,0.37,0.35,0.26,Medium
961,1,0.11,0.13,0.22,0.22,0.17,0.39,0.48,0.44,0.44,0.28,0.51,High
962,19,0.0,0.28,0.31,0.24,0.01,0.2,0.23,0.34,0.16,0.64,0.01,Low
963,9,0.01,0.62,0.61,0.51,0.0,0.22,0.29,0.36,0.22,0.62,0.03,Low
964,42,0.01,0.68,0.62,0.66,0.0,0.11,0.11,0.63,0.16,0.51,0.01,Low
965,48,0.03,0.5,0.46,0.32,0.02,0.22,0.3,0.22,0.3,0.67,0.16,Low
966,48,0.17,0.21,0.25,0.26,0.21,0.34,0.42,0.31,0.51,0.38,0.52,High
967,4,0.03,0.49,0.44,0.33,0.02,0.1,0.13,0.47,0.23,0.8,0.1,Low
968,12,0.01,0.32,0.3,0.3,0.01,0.17,0.29,0.27,0.22,0.69,0.24,Low
969,13,0.0,0.23,0.26,0.31,0.02,0.68,0.69,0.21,0.34,0.47,0.3,Medium
970,39,0.8,0.1,0.13,0.14,1.0,0.43,0.73,0.11,0.99,0.19,0.69,High
971,25,0.0,0.76,0.71,0.61,0.0,0.08,0.15,0.69,0.25,0.76,0.09,Low
972,18,0.01,0.2,0.22,0.24,0.01,0.36,0.53,0.16,0.36,0.29,0.22,Low
973,34,0.06,0.44,0.42,0.33,0.05,0.37,0.49,0.29,0.57,0.61,0.65,High
974,34,0.06,0.51,0.54,0.46,0.02,0.36,0.43,0.34,0.25,0.49,0.17,Low
975,25,0.0,0.43,0.44,0.35,0.01,0.17,0.28,0.25,0.49,0.57,0.09,Low
976,13,0.02,0.17,0.15,0.18,0.04,0.31,0.43,0.26,0.54,0.65,0.77,High
977,22,0.0,0.11,0.1,0.1,0.02,0.99,0.88,0.04,0.55,0.26,0.33,Medium
978,44,0.24,0.17,0.21,0.23,0.31,0.57,0.66,0.34,0.61,0.35,0.38,Medium
979,23,0.02,0.23,0.29,0.28,0.02,0.49,0.44,0.25,0.32,0.48,0.07,Low
980,41,0.01,0.28,0.27,0.24,0.01,0.21,0.32,0.19,0.16,0.59,0.19,Low
981,23,0.01,0.18,0.22,0.23,0.02,0.42,0.44,0.35,0.49,0.32,0.09,Low
982,21,0.01,0.16,0.17,0.19,0.03,0.67,0.66,0.17,0.38,0.4,0.21,Low
983,39,0.02,0.38,0.38,0.31,0.02,0.19,0.34,0.21,0.18,0.64,0.08,Low
984,44,0.04,0.34,0.38,0.39,0.02,0.35,0.51,0.32,0.37,0.52,0.1,Low
985,42,0.01,0.53,0.53,0.52,0.0,0.3,0.34,0.51,0.1,0.44,0.05,Low
986,6,0.07,0.58,0.53,0.33,0.03,0.32,0.38,0.32,0.25,0.69,0.23,Low
987,34,0.01,0.72,0.76,0.76,0.0,0.09,0.16,0.69,0.09,0.55,0.08,Low
988,25,0.02,0.8,0.77,0.71,0.0,0.04,0.07,0.79,0.36,0.56,0.02,Low
989,46,0.01,0.14,0.2,0.17,0.02,0.49,0.42,0.23,0.26,0.52,0.08,Low
990,39,0.0,0.25,0.3,0.25,0.01,0.27,0.45,0.18,0.46,0.44,0.12,Low
991,13,0.05,0.17,0.2,0.21,0.08,0.39,0.53,0.33,0.49,0.44,0.4,Medium
992,37,0.0,0.21,0.25,0.24,0.01,0.45,0.59,0.19,0.14,0.55,0.45,High
993,55,0.0,0.16,0.2,0.18,0.01,0.33,0.42,0.18,0.48,0.34,0.05,Low
994,34,0.0,0.52,0.69,0.56,0.01,0.24,0.18,1.0,0.15,0.4,0.03,Low
995,37,0.01,0.17,0.19,0.2,0.02,0.67,0.76,0.14,0.26,0.58,0.36,Medium
996,5,0.02,0.24,0.25,0.26,0.02,0.28,0.38,0.23,0.15,0.53,0.08,Low
997,8,0.0,0.14,0.16,0.17,0.01,0.33,0.38,0.2,0.25,0.46,0.07,Low
998,6,0.08,0.24,0.19,0.07,0.12,1.0,1.0,0.04,0.87,0.33,1.0,High
999,34,0.02,0.68,0.61,0.48,0.01,0.17,0.24,0.4,0.25,0.73,0.04,Low
1000,55,0.08,0.4,0.41,0.33,0.03,0.2,0.24,0.4,0.14,0.73,0.06,Low
1001,1,0.02,0.23,0.27,0.24,0.04,0.52,0.52,0.3,0.44,0.52,1.0,High
1002,6,0.07,0.32,0.35,0.4,0.04,0.12,0.21,0.38,0.28,0.5,0.2,Low
1003,53,0.07,0.22,0.29,0.29,0.07,0.17,0.24,0.45,0.27,0.49,0.14,Low
1004,37,0.2,0.26,0.31,0.32,0.17,0.3,0.36,0.57,0.26,0.58,0.48,High
1005,6,0.01,0.73,0.65,0.47,0.0,0.13,0.14,0.56,0.24,0.83,0.13,Low
1006,39,0.28,0.13,0.16,0.16,0.42,0.37,0.55,0.18,0.71,0.28,0.67,High
1007,39,0.03,0.46,0.45,0.38,0.01,0.12,0.22,0.49,0.14,0.65,0.04,Low
1008,44,0.03,0.31,0.35,0.38,0.03,0.2,0.26,0.52,0.36,0.58,0.49,High
1009,51,0.01,0.7,0.64,0.49,0.0,0.17,0.19,0.62,0.09,1.0,0.05,Low
1010,48,0.01,0.78,0.71,0.6,0.0,0.06,0.06,0.77,0.07,0.95,0.02,Low
1011,6,0.04,0.24,0.19,0.14,0.07,1.0,0.86,0.13,0.66,0.44,0.39,Medium
1012,9,0.03,0.24,0.26,0.27,0.03,0.38,0.42,0.28,0.52,0.52,0.29,Medium
1013,25,0.01,0.85,0.83,0.83,0.0,0.07,0.07,0.85,0.17,0.53,0.02,Low
1014,6,0.01,0.38,0.39,0.45,0.01,0.1,0.11,0.91,0.13,0.58,0.25,Low
1015,37,0.05,0.25,0.28,0.32,0.03,0.4,0.51,0.3,0.17,0.56,0.23,Low
1016,39,0.02,0.21,0.24,0.23,0.02,0.24,0.4,0.28,0.4,0.41,0.01,Low
1017,6,0.06,0.57,0.55,0.46,0.02,0.15,0.27,0.35,0.23,0.6,0.12,Low
1018,6,0.17,0.57,0.58,0.59,0.05,0.16,0.2,0.6,0.21,0.73,0.1,Low
1019,42,0.03,0.82,0.91,1.0,0.0,0.05,0.06,0.97,0.08,0.68,0.04,Low
1020,22,0.04,0.11,0.11,0.12,0.08,0.82,0.76,0.14,0.91,0.24,0.14,Low
1021,49,0.0,0.16,0.15,0.15,0.02,0.29,0.45,0.2,0.45,0.55,0.2,Low
1022,6,0.08,0.62,0.58,0.49,0.03,0.1,0.18,0.44,0.22,0.75,0.13,Low
1023,55,0.0,0.32,0.32,0.23,0.01,0.4,0.37,0.15,0.29,0.55,0.03,Low
1024,56,0.0,0.32,0.31,0.26,0.01,0.15,0.22,0.25,0.27,0.7,0.11,Low
1025,45,0.02,0.12,0.14,0.15,0.04,0.66,0.76,0.21,0.5,0.34,1.0,High
1026,18,0.01,0.41,0.46,0.42,0.01,0.23,0.31,0.47,0.12,0.68,0.28,Medium
1027,25,0.0,0.9,0.88,0.72,0.0,0.06,0.09,0.81,0.22,0.69,0.01,Low
1028,29,0.09,0.17,0.31,0.25,0.12,0.17,0.2,0.74,0.28,0.48,0.24,Low
1029,48,0.81,0.2,0.17,0.15,1.0,0.77,0.61,0.25,0.66,0.36,0.43,High
1030,48,0.02,0.33,0.33,0.25,0.02,0.32,0.41,0.26,0.32,0.68,0.2,Low
1031,25,0.01,0.56,0.54,0.37,0.0,0.18,0.32,0.3,0.4,0.73,0.08,Low
1032,34,0.04,0.18,0.24,0.33,0.01,0.46,0.6,0.14,0.42,0.0,0.04,Low
1033,8,0.07,0.34,0.35,0.3,0.04,0.21,0.25,0.32,0.36,0.66,0.07,Low
1034,48,0.0,0.14,0.18,0.05,0.01,0.48,0.69,0.09,0.58,0.0,0.05,Low
1035,34,0.03,0.76,0.72,0.54,0.01,0.17,0.23,0.52,0.24,0.49,0.04,Low
1036,34,0.0,0.84,0.83,0.85,0.0,0.16,0.14,0.8,0.11,0.66,0.02,Low
1037,25,0.09,0.52,0.58,0.52,0.03,0.17,0.22,0.59,0.4,0.64,0.4,Medium
1038,6,0.01,0.11,0.22,0.19,0.03,0.16,0.23,0.6,0.63,0.33,0.16,Low
1039,47,0.0,0.17,0.2,0.21,0.02,0.68,0.71,0.15,0.37,0.38,0.57,High
1040,37,0.01,0.16,0.18,0.2,0.02,0.71,0.75,0.12,0.28,0.41,0.2,Low
1041,12,0.1,0.3,0.32,0.42,0.1,0.33,0.45,0.28,0.39,0.29,1.0,High
1042,55,0.0,0.23,0.26,0.24,0.01,0.36,0.41,0.16,0.25,0.51,0.02,Low
1043,34,0.01,0.71,0.75,0.88,0.0,0.17,0.19,0.74,0.13,0.52,0.08,Low
1044,11,0.96,0.32,0.33,0.47,0.88,0.33,0.46,0.54,0.44,0.5,1.0,High
1045,42,0.0,0.36,0.39,0.38,0.0,0.37,0.4,0.29,0.27,0.48,0.06,Low
1046,55,0.0,0.37,0.38,0.31,0.0,0.21,0.26,0.33,0.09,0.55,0.07,Low
1047,6,0.03,0.71,0.73,0.79,0.01,0.08,0.12,0.58,0.09,0.67,0.08,Low
1048,42,0.03,0.49,0.48,0.5,0.01,0.25,0.28,0.53,0.08,0.51,0.05,Low
1049,54,0.0,0.14,0.15,0.17,0.01,0.49,0.62,0.12,0.62,0.11,0.02,Low
1050,55,0.29,0.29,0.4,0.34,0.26,0.13,0.14,0.69,0.17,0.64,0.13,Low
1051,28,0.03,0.22,0.23,0.23,0.04,0.31,0.45,0.25,0.49,0.42,0.45,High
1052,42,0.0,0.22,0.22,0.18,0.02,0.34,0.57,0.14,0.43,0.36,0.44,High
1053,21,0.01,0.12,0.13,0.13,0.04,0.75,0.82,0.11,0.6,0.39,0.45,High
1054,12,0.01,0.33,0.37,0.35,0.01,0.3,0.39,0.3,0.41,0.52,0.39,Medium
1055,6,0.16,0.35,0.35,0.33,0.11,0.34,0.37,0.28,0.38,0.55,0.26,Medium
1056,6,0.1,0.32,0.32,0.3,0.09,0.37,0.45,0.24,0.43,0.63,1.0,High
1057,29,0.01,0.44,0.47,0.42,0.0,0.22,0.31,0.37,0.13,0.63,0.32,Medium
1058,6,0.2,0.34,0.34,0.31,0.12,0.33,0.41,0.27,0.37,0.5,0.3,Medium
1059,6,0.02,0.42,0.47,0.72,0.01,0.13,0.22,0.37,0.22,0.44,0.31,Medium
1060,6,1.0,0.57,0.54,0.4,0.65,0.37,0.39,0.4,0.33,0.65,0.27,Medium
1061,25,0.12,0.79,0.83,0.82,0.03,0.12,0.12,0.94,0.2,0.62,0.11,Low
1062,55,0.01,0.38,0.52,0.6,0.01,0.11,0.11,0.89,0.11,0.6,0.07,Low
1063,40,0.01,0.2,0.23,0.22,0.02,0.32,0.43,0.23,0.31,0.43,0.09,Low
1064,6,0.01,0.15,0.14,0.14,0.02,0.57,0.69,0.1,0.54,0.14,0.26,Medium
1065,48,0.0,0.08,0.07,0.02,0.04,1.0,1.0,0.08,0.85,0.12,0.17,Low
1066,37,0.05,0.57,0.58,0.53,0.01,0.04,0.06,0.8,0.08,0.89,0.07,Low
1067,6,0.0,0.46,0.44,0.5,0.01,0.23,0.31,0.33,0.37,0.58,0.31,Medium
1068,39,0.0,0.41,0.42,0.41,0.0,0.23,0.33,0.34,0.07,0.64,0.07,Low
1069,49,0.24,0.18,0.23,0.29,0.23,0.16,0.28,0.49,0.33,0.5,0.33,Medium
1070,12,0.01,0.27,0.28,0.51,0.01,0.21,0.32,0.37,0.21,0.0,0.15,Low
1071,41,0.06,0.17,0.17,0.17,0.07,0.24,0.38,0.16,0.52,0.48,0.21,Low
1072,6,0.14,0.7,0.63,0.46,0.03,0.11,0.21,0.33,0.22,0.79,0.1,Low
1073,6,0.03,0.16,0.14,0.13,0.07,0.98,0.85,0.12,1.0,0.24,0.51,High
1074,12,0.01,0.42,0.43,0.43,0.01,0.15,0.19,0.45,0.25,0.55,0.17,Low
1075,18,0.0,0.22,0.24,0.21,0.01,0.32,0.53,0.13,0.36,0.46,0.09,Low
1076,9,0.02,0.68,0.7,0.8,0.0,0.15,0.17,0.71,0.17,0.62,0.03,Low
1077,1,0.01,0.22,0.24,0.24,0.02,0.54,0.57,0.23,0.26,0.45,0.15,Low
1078,39,0.03,0.65,0.76,0.95,0.01,0.05,0.1,1.0,0.2,0.57,0.17,Low
1079,25,0.01,0.3,0.34,0.32,0.01,0.44,0.58,0.2,0.41,0.48,0.14,Low
1080,39,0.0,0.2,0.23,0.22,0.01,0.33,0.5,0.19,0.51,0.3,0.03,Low
1081,18,0.08,0.11,0.24,0.19,0.13,0.16,0.21,0.79,0.43,0.26,0.34,Medium
1082,49,0.0,0.5,0.47,0.24,0.0,0.0,0.07,0.52,0.31,0.69,0.05,Low
1083,25,0.01,0.17,0.25,0.2,0.02,0.59,0.55,0.18,0.66,0.34,0.24,Low
1084,45,0.0,0.51,0.45,0.33,0.0,0.02,0.06,0.58,0.13,0.95,0.07,Low
1085,21,0.05,0.14,0.2,0.23,0.08,0.53,0.49,0.37,0.44,0.43,0.33,Medium
1086,8,0.12,0.29,0.48,0.42,0.13,0.07,0.06,0.97,0.29,0.6,0.09,Low
1087,34,0.03,0.65,0.68,0.64,0.01,0.17,0.19,0.73,0.13,0.61,0.11,Low
